Id,OwnerId,IsDeleted,Name,RecordTypeId,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastActivityDate,LastViewedDate,LastReferencedDate,sustain_app__AMER_Taxi_Limousine_Rate_Mile__c,sustain_app__AMER_Train_Rate_Mile__c,sustain_app__APAC_Taxi_Limousine_Rate_Mile__c,sustain_app__APAC_Train_Rate_Mile__c,sustain_app__Company_Shuttle__c,sustain_app__Currency__c,sustain_app__Data_Source__c,sustain_app__Description__c,sustain_app__Distance_Unit__c,sustain_app__EMEA_Taxi_Limousine_Rate_Mile__c,sustain_app__EMEA_Train_Rate_Mile__c,sustain_app__Emission_Factor_Update_Year__c,sustain_app__Emission_Factors_Other__c,sustain_app__Fuel_Efficiency_Unit__c,sustain_app__Fuel_Efficiency_Value__c,sustain_app__Fuel_Efficiency_Value_mpg__c,sustain_app__GWP_CH4__c,sustain_app__GWP_N2O__c,sustain_app__HS_Australia__c,sustain_app__HS_Austria__c,sustain_app__HS_Canada__c,sustain_app__HS_Caribbean_Region__c,sustain_app__HS_China_Hong_Kong__c,sustain_app__HS_China__c,sustain_app__HS_France__c,sustain_app__HS_Germany_Southern_Region__c,sustain_app__HS_Germany__c,sustain_app__HS_India__c,sustain_app__HS_Indonesia__c,sustain_app__HS_International__c,sustain_app__HS_Japan__c,sustain_app__HS_Malaysia__c,sustain_app__HS_Mexico__c,sustain_app__HS_Russian_Federation__c,sustain_app__HS_Saudi_Arabia__c,sustain_app__HS_Singapore__c,sustain_app__HS_South_Korea__c,sustain_app__HS_Spain__c,sustain_app__HS_Switzerland__c,sustain_app__HS_Thailand__c,sustain_app__HS_Turkey__c,sustain_app__HS_UK_London__c,sustain_app__HS_UK_Other__c,sustain_app__HS_Vietnam__c,sustain_app__Hotel_Stay_Factor__c,sustain_app__Hotel_Stay__c,sustain_app__Maximum_Flight_Length_Medium_Haul__c,sustain_app__Maximum_Flight_Length_Short_Haul__c,sustain_app__Minimum_Flight_Length_Long_Haul__c,sustain_app__Personal_Car_DEFRA__c,sustain_app__Personal_Car_EPA__c,sustain_app__Personal_Car_kg_CO2e_per_Distance__c,sustain_app__Personal_Car_kg_CO2e_per_Mile__c,sustain_app__Shuttle_Diesel_Emission_Factor_gCH4_Mile__c,sustain_app__Shuttle_Diesel_Emission_Factor_gN2O_Mile__c,sustain_app__Taxi_Limo_Rate_Cost_per_Distance__c,sustain_app__Taxi_Limo_Rate_Cost_per_Mile__c,sustain_app__Taxi_Limo_kg_CO2e_per_Distance__c,sustain_app__Taxi_Limo_kg_CO2e_per_Mile__c,sustain_app__Taxi_Limousine_DEFRA__c,sustain_app__Taxi_Limousine_EPA__c,sustain_app__Train_DEFRA__c,sustain_app__Train_EPA__c,sustain_app__Train_Rate_Cost_per_Distance__c,sustain_app__Train_Rate_Cost_per_Mile__c,sustain_app__Train_kg_CO2e_per_Distance__c,sustain_app__Train_kg_CO2e_per_Mile__c,sustain_app__kgCO2_Pass_Km_Long_Haul__c,sustain_app__kgCO2_Pass_Km_Medium_Haul__c,sustain_app__kgCO2_Pass_Km_Short_Haul__c,sustain_app__kgCO2_Pass_Mile_Long_Haul__c,sustain_app__kgCO2_Pass_Mile_Medium_Haul__c,sustain_app__kgCO2_Pass_Mile_Short_Haul__c,sustain_app__kgCO2e_Pass_Km_CH4_Long_Haul__c,sustain_app__kgCO2e_Pass_Km_CH4_Medium_Haul__c,sustain_app__kgCO2e_Pass_Km_CH4_Short_Haul__c,sustain_app__kgCO2e_Pass_Km_N2O_Long_Haul__c,sustain_app__kgCO2e_Pass_Km_N2O_Medium_Haul__c,sustain_app__kgCO2e_Pass_Km_N2O_Short_Haul__c,sustain_app__kgCO2e_Pass_Mile_CH4_Long_Haul__c,sustain_app__kgCO2e_Pass_Mile_CH4_Medium_Haul__c,sustain_app__kgCO2e_Pass_Mile_CH4_Short_Haul__c,sustain_app__kgCO2e_Pass_Mile_N2O_Long_Haul__c,sustain_app__kgCO2e_Pass_Mile_N2O_Medium_Haul__c,sustain_app__kgCO2e_Pass_Mile_N2O_Short_Haul__c
a083h000001WcycAAC,0053h000002flTyAAI,,Caribbean Region,0123h0000006kXvAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,,,,,,,,,USD,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2019,,Kilometers,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.6,,,,,,,,0,,,,0,,0,,,,,,0,,0,,,,,,,,,,,,,,,,,,
a083h000001WcydAAC,0053h000002flTyAAI,,Chile,0123h0000006kXvAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,,,,,,,,,USD,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2019,,Kilometers,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.4,,,,,,,,0,,,,0,,0,,,,,,0,,0,,,,,,,,,,,,,,,,,,
a083h000001WcyeAAC,0053h000002flTyAAI,,China,0123h0000006kXvAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,,,,,,,,,USD,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2019,,Kilometers,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.8,,,,,,,,0,,,,0,,0,,,,,,0,,0,,,,,,,,,,,,,,,,,,
a083h000001WczFAAS,0053h000002flTyAAI,,United States,0123h0000006kXvAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,,,,,,,,,USD,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2019,,Kilometers,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4,,,,,,,,0,,,,0,,0,,,,,,0,,0,,,,,,,,,,,,,,,,,,
a083h000001WczGAAS,0053h000002flTyAAI,,VIETNAM,0123h0000006kXvAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,,,,,,,,,USD,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2019,,Kilometers,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.1,,,,,,,,0,,,,0,,0,,,,,,0,,0,,,,,,,,,,,,,,,,,,
a083h000001WczHAAS,0053h000002flTyAAI,,Global Average,0123h0000006kXvAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,,,,,,,,,USD,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2019,,Kilometers,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.570213,,,,,,,,0,,,,0,,0,,,,,,0,,0,,,,,,,,,,,,,,,,,,
a083h000001WcyfAAC,0053h000002flTyAAI,,Hong Kong,0123h0000006kXvAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,,,,,,,,,USD,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2019,,Kilometers,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,,,,,,,,0,,,,0,,0,,,,,,0,,0,,,,,,,,,,,,,,,,,,
a083h000001WcygAAC,0053h000002flTyAAI,,Colombia,0123h0000006kXvAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,,,,,,,,,USD,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2019,,Kilometers,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.3,,,,,,,,0,,,,0,,0,,,,,,0,,0,,,,,,,,,,,,,,,,,,
a083h000001WcyhAAC,0053h000002flTyAAI,,Costa Rica,0123h0000006kXvAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,,,,,,,,,USD,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2019,,Kilometers,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.7,,,,,,,,0,,,,0,,0,,,,,,0,,0,,,,,,,,,,,,,,,,,,
a083h000001WcyiAAC,0053h000002flTyAAI,,Czech Republic,0123h0000006kXvAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,,,,,,,,,USD,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2019,,Kilometers,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.7,,,,,,,,0,,,,0,,0,,,,,,0,,0,,,,,,,,,,,,,,,,,,
a083h000001WcyjAAC,0053h000002flTyAAI,,Egypt,0123h0000006kXvAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,,,,,,,,,USD,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2019,,Kilometers,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,0,,,,0,,0,,,,,,0,,0,,,,,,,,,,,,,,,,,,
a083h000001WcykAAC,0053h000002flTyAAI,,France,0123h0000006kXvAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,,,,,,,,,USD,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2019,,Kilometers,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,0,,,,0,,0,,,,,,0,,0,,,,,,,,,,,,,,,,,,
a083h000001WcylAAC,0053h000002flTyAAI,,Germany,0123h0000006kXvAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,,,,,,,,,USD,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2019,,Kilometers,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.8,,,,,,,,0,,,,0,,0,,,,,,0,,0,,,,,,,,,,,,,,,,,,
a083h000001WcymAAC,0053h000002flTyAAI,,Greece,0123h0000006kXvAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,,,,,,,,,USD,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2019,,Kilometers,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.9,,,,,,,,0,,,,0,,0,,,,,,0,,0,,,,,,,,,,,,,,,,,,
a083h000001WcynAAC,0053h000002flTyAAI,,India,0123h0000006kXvAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,,,,,,,,,USD,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2019,,Kilometers,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.7,,,,,,,,0,,,,0,,0,,,,,,0,,0,,,,,,,,,,,,,,,,,,
a083h000001WcyoAAC,0053h000002flTyAAI,,INDONESIA & SUMATRA,0123h0000006kXvAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,,,,,,,,,USD,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2019,,Kilometers,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.7,,,,,,,,0,,,,0,,0,,,,,,0,,0,,,,,,,,,,,,,,,,,,
a083h000001WcypAAC,0053h000002flTyAAI,,Ireland,0123h0000006kXvAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,,,,,,,,,USD,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2019,,Kilometers,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.4,,,,,,,,0,,,,0,,0,,,,,,0,,0,,,,,,,,,,,,,,,,,,
a083h000001WcyqAAC,0053h000002flTyAAI,,Israel,0123h0000006kXvAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,,,,,,,,,USD,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2019,,Kilometers,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.3,,,,,,,,0,,,,0,,0,,,,,,0,,0,,,,,,,,,,,,,,,,,,
a083h000001WcyrAAC,0053h000002flTyAAI,,Italy,0123h0000006kXvAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,,,,,,,,,USD,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2019,,Kilometers,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.9,,,,,,,,0,,,,0,,0,,,,,,0,,0,,,,,,,,,,,,,,,,,,
a083h000001WcysAAC,0053h000002flTyAAI,,Japan,0123h0000006kXvAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,,,,,,,,,USD,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2019,,Kilometers,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.9,,,,,,,,0,,,,0,,0,,,,,,0,,0,,,,,,,,,,,,,,,,,,
a083h000001WcytAAC,0053h000002flTyAAI,,Jordan,0123h0000006kXvAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,,,,,,,,,USD,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2019,,Kilometers,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.9,,,,,,,,0,,,,0,,0,,,,,,0,,0,,,,,,,,,,,,,,,,,,
a083h000001WcyuAAC,0053h000002flTyAAI,,Malaysia,0123h0000006kXvAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,,,,,,,,,USD,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2019,,Kilometers,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,,,,,,,0,,,,0,,0,,,,,,0,,0,,,,,,,,,,,,,,,,,,
a083h000001WcyvAAC,0053h000002flTyAAI,,Mexico,0123h0000006kXvAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,,,,,,,,,USD,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2019,,Kilometers,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.5,,,,,,,,0,,,,0,,0,,,,,,0,,0,,,,,,,,,,,,,,,,,,
a083h000001WcywAAC,0053h000002flTyAAI,,Netherlands,0123h0000006kXvAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,,,,,,,,,USD,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2019,,Kilometers,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,0,,,,0,,0,,,,,,0,,0,,,,,,,,,,,,,,,,,,
a083h000001WcyxAAC,0053h000002flTyAAI,,New Zealand,0123h0000006kXvAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,,,,,,,,,USD,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2019,,Kilometers,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.9,,,,,,,,0,,,,0,,0,,,,,,0,,0,,,,,,,,,,,,,,,,,,
