Id,OwnerId,IsDeleted,Name,RecordTypeId,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastActivityDate,LastViewedDate,LastReferencedDate,sustain_app__AMER_Avg_Elec_Energy_Intensity_kwh_sqft__c,sustain_app__AMER_Avg_Energy_Intensity_kBtu_sqft__c,sustain_app__APAC_Avg_Elec_Energy_Intensity_kwh_sqft__c,sustain_app__APAC_Avg_Energy_Intensity_kBtu_sqft__c,sustain_app__Autogas_LPG_CH4_factor_g_CH4_km__c,sustain_app__Autogas_LPG_CO2_factor_kg_CO2_L__c,sustain_app__Autogas_LPG_N2O_factor_g_N2O_km__c,sustain_app__Biodiesel_CH4_factor_g_CH4_km__c,sustain_app__Biodiesel_CO2_factor_kg_CO2_L__c,sustain_app__Biodiesel_N2O_factor_g_N2O_km__c,sustain_app__CNG_CH4_factor_g_CH4_km__c,sustain_app__CNG_CO2_factor_kg_CO2_L__c,sustain_app__CNG_N2O_factor_g_N2O_km__c,sustain_app__City__c,sustain_app__Cooling_CO2e_Factor_tCO2e_MWh__c,sustain_app__Country__c,sustain_app__Data_Source__c,sustain_app__Diesel_CH4_Factor_g_mmBtu__c,sustain_app__Diesel_CO2_Factor__c,sustain_app__Diesel_CO2e_Factor_tCO2e_MWh__c,sustain_app__Diesel_N2O_Factor_g_mmBtu__c,sustain_app__EMEA_Avg_Elec_Energy_Intensity_kwh_sqft__c,sustain_app__EMEA_Avg_Energy_Intensity_kBtu_sqft__c,sustain_app__East_North_Central_Large__c,sustain_app__East_North_Central_Medium__c,sustain_app__East_North_Central_Small__c,sustain_app__East_South_Central_Large__c,sustain_app__East_South_Central_Medium__c,sustain_app__East_South_Central_Small__c,sustain_app__Emission_Factor_Update_Year__c,sustain_app__Ethanol_CH4_factor_g_CH4_km__c,sustain_app__Ethanol_CO2_factor_kg_CO2_L__c,sustain_app__Ethanol_N2O_factor_g_N2O_km__c,sustain_app__Fuel_Oil_CH4_Factor_g_mmBtu__c,sustain_app__Fuel_Oil_CO2_Factor_kg_mmBtu__c,sustain_app__Fuel_Oil_CO2e_Factor_tCO2e_MWh__c,sustain_app__Fuel_Oil_N2O_Factor_g_mmBtu__c,sustain_app__GWP_CH4__c,sustain_app__GWP_N2O__c,sustain_app__GWP__c,sustain_app__GWP_kgCO2ekg__c,sustain_app__Gasoline_CH4_factor_g_CH4_km__c,sustain_app__Gasoline_CO2_factor_kg_CO2_L__c,sustain_app__Gasoline_N2O_factor_g_N2O_km__c,sustain_app__Heating_CO2e_Factor_tCO2e_MWh__c,sustain_app__Jet_Fuel_CO2e_Factor_tCO2e_Gal__c,sustain_app__Middle_Atlantic_Large__c,sustain_app__Middle_Atlantic_Medium__c,sustain_app__Middle_Atlantic_Small__c,sustain_app__Midwest_Large__c,sustain_app__Midwest_Medium__c,sustain_app__Midwest_Small__c,sustain_app__Midwest_kBtusft__c,sustain_app__Mobile_Diesel_CH4_factor_g_CH4_km__c,sustain_app__Mobile_Diesel_CO2_factor_kg_CO2_L__c,sustain_app__Mobile_Diesel_N2O_factor_g_N2O_km__c,sustain_app__Mountain_Large__c,sustain_app__Mountain_Medium__c,sustain_app__Mountain_Small__c,sustain_app__Natural_Gas_CH4_Factor_g_mmBtu__c,sustain_app__Natural_Gas_CO2_Factor__c,sustain_app__Natural_Gas_CO2e_Factor_tCO2e_MWh__c,sustain_app__Natural_Gas_Cal_Conversion_kWh_m3__c,sustain_app__Natural_Gas_N2O_Factor_g_mmBtu__c,sustain_app__New_England_Large__c,sustain_app__New_England_Medium__c,sustain_app__New_England_Small__c,sustain_app__Non_US_Real_Estate_Avg_kBtu_Sqft__c,sustain_app__Northeast_Large__c,sustain_app__Northeast_Medium__c,sustain_app__Northeast_Small__c,sustain_app__Northeast_kBtusft__c,sustain_app__Pacific_Large__c,sustain_app__Pacific_Medium__c,sustain_app__Pacific_Small__c,sustain_app__Propane_CH4_Factor__c,sustain_app__Propane_CO2_Factor__c,sustain_app__Propane_CO2e_Factor_tCO2e_MWh__c,sustain_app__Propane_N2O_Factor__c,sustain_app__RefrigerantLeakageRatekgITkWh__c,sustain_app__RefrigerantLeakageRatekgM2__c,sustain_app__RefrigerantLeakageRatekgSqft__c,sustain_app__Refrigerant_Name__c,sustain_app__South_Atlantic_Large__c,sustain_app__South_Atlantic_Medium__c,sustain_app__South_Atlantic_Small__c,sustain_app__South_Large__c,sustain_app__South_Medium__c,sustain_app__South_Small__c,sustain_app__South_kBtusft__c,sustain_app__State__c,sustain_app__Steam_CH4_Factor_g_mmBtu__c,sustain_app__Steam_CO2_Factor_kg_mmBtu__c,sustain_app__Steam_CO2e_Factor_tCO2e_MWh__c,sustain_app__Steam_N2O_Factor_g_mmBtu__c,sustain_app__SubRegion_Name__c,sustain_app__West_Large__c,sustain_app__West_Medium__c,sustain_app__West_North_Central_Large__c,sustain_app__West_North_Central_Medium__c,sustain_app__West_North_Central_Small__c,sustain_app__West_Small__c,sustain_app__West_South_Central_Large__c,sustain_app__West_South_Central_Medium__c,sustain_app__West_South_Central_Small__c,sustain_app__West_kBtusft__c,sustain_app__jet_fuel_ch4_factor_g_gal__c,sustain_app__jet_fuel_co2_factor_g__c,sustain_app__jet_fuel_n2o_factor_g_gal__c
a073h000003kpikAAA,0053h000002flTyAAI,,Halon-1211 - 2018 revision,0123h0000006kXsAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,,,,0,,,,,1890,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,Halon-1211,,,,,,,,,,,0,,,,,,,,,,,,,,,
a073h000003kpilAAA,0053h000002flTyAAI,,Halon-1301 - 2018 revision,0123h0000006kXsAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,,,,0,,,,,7140,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,Halon-1301,,,,,,,,,,,0,,,,,,,,,,,,,,,
a073h000003kpjQAAQ,0053h000002flTyAAI,,HFE-43-10pccc124 (H-Galden1040x) - 2018 revision,0123h0000006kXsAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,,,,0,,,,,1870,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,HFE-43-10pccc124 (H-Galden1040x),,,,,,,,,,,0,,,,,,,,,,,,,,,
a073h000003kpjRAAQ,0053h000002flTyAAI,,HFE-449sl (HFE-7100) - 2018 revision,0123h0000006kXsAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,,,,0,,,,,297,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,HFE-449sl (HFE-7100),,,,,,,,,,,0,,,,,,,,,,,,,,,
a073h000003kpjSAAQ,0053h000002flTyAAI,,HFE-569sf2 (HFE-7200) - 2018 revision,0123h0000006kXsAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,,,,0,,,,,59,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,HFE-569sf2 (HFE-7200),,,,,,,,,,,0,,,,,,,,,,,,,,,
a073h000003kpjTAAQ,0053h000002flTyAAI,,Methyl bromide - 2018 revision,0123h0000006kXsAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,,,,0,,,,,5,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,Methyl bromide,,,,,,,,,,,0,,,,,,,,,,,,,,,
a073h000003kpjUAAQ,0053h000002flTyAAI,,Methyl chloride - 2018 revision,0123h0000006kXsAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,,,,0,,,,,13,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,Methyl chloride,,,,,,,,,,,0,,,,,,,,,,,,,,,
a073h000003kpjVAAQ,0053h000002flTyAAI,,Methyl chloroform - 2018 revision,0123h0000006kXsAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,,,,0,,,,,146,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,Methyl chloroform,,,,,,,,,,,0,,,,,,,,,,,,,,,
a073h000003kpjWAAQ,0053h000002flTyAAI,,Methylene chloride - 2018 revision,0123h0000006kXsAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,,,,0,,,,,9,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,Methylene chloride,,,,,,,,,,,0,,,,,,,,,,,,,,,
a073h000003kpjXAAQ,0053h000002flTyAAI,,Nitrogen trifluoride - 2018 revision,0123h0000006kXsAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,,,,0,,,,,17200,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,Nitrogen trifluoride,,,,,,,,,,,0,,,,,,,,,,,,,,,
a073h000003kpjYAAQ,0053h000002flTyAAI,,Perfluorobutane (PFC-3-1-10) - 2018 revision,0123h0000006kXsAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,,,,0,,,,,8860,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,Perfluorobutane (PFC-3-1-10),,,,,,,,,,,0,,,,,,,,,,,,,,,
a073h000003kpjZAAQ,0053h000002flTyAAI,,Perfluorocyclobutane (PFC-318) - 2018 revision,0123h0000006kXsAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,,,,0,,,,,10300,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,Perfluorocyclobutane (PFC-318),,,,,,,,,,,0,,,,,,,,,,,,,,,
a073h000003kpjaAAA,0053h000002flTyAAI,,Perfluorocyclopropane - 2018 revision,0123h0000006kXsAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,,,,0,,,,,17340,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,Perfluorocyclopropane,,,,,,,,,,,0,,,,,,,,,,,,,,,
a073h000003kpjbAAA,0053h000002flTyAAI,,Perfluoroethane (PFC-116) - 2018 revision,0123h0000006kXsAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,,,,0,,,,,12200,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,Perfluoroethane (PFC-116),,,,,,,,,,,0,,,,,,,,,,,,,,,
a073h000003kpjcAAA,0053h000002flTyAAI,,Perfluorohexane (PFC-5-1-14) - 2018 revision,0123h0000006kXsAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,,,,0,,,,,9300,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,Perfluorohexane (PFC-5-1-14),,,,,,,,,,,0,,,,,,,,,,,,,,,
a073h000003kpjdAAA,0053h000002flTyAAI,,Perfluoromethane (PFC-14) - 2018 revision,0123h0000006kXsAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,,,,0,,,,,7390,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,Perfluoromethane (PFC-14),,,,,,,,,,,0,,,,,,,,,,,,,,,
a073h000003kpjeAAA,0053h000002flTyAAI,,Perfluoropentane (PFC-4-1-12) - 2018 revision,0123h0000006kXsAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,,,,0,,,,,9160,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,Perfluoropentane (PFC-4-1-12),,,,,,,,,,,0,,,,,,,,,,,,,,,
